batch_id,temperature_c,pressure_bar,mixing_time_min,mixing_speed_rpm,humidity_pct,ph_level,particle_size_um,active_ingredient_pct,moisture_content_pct,granulation_time_min,drying_temp_c,coating_thickness_um,tablet_hardness_n,dissolution_rate_pct,operator_experience_yr,shift,equipment_age_yr,raw_material_grade,batch_failed
BATCH-01976,61.38,3.132,58.8,128,48.1,7.25,231.4,96.56,3.398,31.8,47.4,131.3,66.0,95.45,16.6,0,0.5,1,0
BATCH-01977,45.61,2.077,46.2,145,44.5,6.45,154.0,98.548,2.437,40.8,56.8,146.7,89.8,100.0,0.5,0,0.5,0,0
BATCH-01978,52.33,2.772,48.9,159,51.3,7.45,221.0,96.343,2.134,23.3,61.3,181.0,75.4,83.59,5.7,2,0.5,1,0
BATCH-01979,71.08,2.6,22.8,71,42.8,7.03,164.9,98.803,2.625,36.6,44.7,112.6,90.0,77.82,10.6,2,0.5,1,1
BATCH-01980,71.29,2.632,33.0,87,41.9,5.39,148.7,96.209,2.544,34.2,72.6,140.2,88.8,97.05,0.5,2,3.0,0,1
BATCH-01981,68.4,3.136,53.9,153,58.7,6.98,197.1,97.521,2.694,29.7,63.3,141.4,76.4,100.0,6.5,0,4.5,1,0
BATCH-01982,57.26,2.866,47.9,113,44.0,6.56,163.8,95.852,0.5,22.1,55.0,128.4,105.7,83.65,20.0,0,0.5,1,0
BATCH-01983,64.62,2.644,43.5,103,53.3,7.12,231.6,102.0,1.645,24.2,49.2,171.8,70.0,83.25,5.1,1,3.8,0,0
BATCH-01984,64.97,1.673,50.6,89,42.7,7.37,232.6,95.519,1.824,32.3,53.8,159.4,100.2,84.36,2.7,1,3.6,0,0
BATCH-01985,55.73,2.02,61.4,106,61.7,6.92,123.9,98.015,2.621,18.6,55.6,132.2,97.6,71.6,10.4,0,0.6,0,0
BATCH-01986,77.03,2.439,42.8,85,38.2,7.8,166.9,99.715,2.649,31.0,58.1,165.1,106.6,82.67,4.0,1,2.1,0,0
BATCH-01987,72.02,2.547,45.7,172,38.9,6.69,141.6,99.555,3.009,34.3,65.5,146.0,82.6,98.72,6.9,1,5.6,0,1
BATCH-01988,63.23,1.935,46.9,119,60.2,7.17,181.5,99.277,2.706,37.9,51.7,127.7,68.2,83.65,4.4,1,0.5,0,0
BATCH-01989,65.22,3.706,68.9,119,40.6,7.28,218.2,97.524,1.459,18.8,58.9,132.2,111.2,76.68,0.5,1,0.6,0,0
BATCH-01990,66.67,3.258,24.0,135,61.0,6.74,190.3,100.027,3.658,40.5,46.0,160.9,75.0,88.97,1.2,1,15.0,0,0
BATCH-01991,48.67,2.801,51.8,144,53.9,7.27,176.4,99.37,3.518,43.6,52.1,173.5,67.8,79.66,0.5,0,5.3,0,1
BATCH-01992,63.02,2.536,43.9,144,43.5,6.44,252.0,98.318,1.493,33.3,57.6,137.8,77.2,84.47,0.6,1,2.5,0,0
BATCH-01993,59.54,2.394,50.7,147,26.9,6.55,107.8,98.361,2.766,21.7,59.8,163.6,65.3,74.85,0.5,0,4.0,0,0
BATCH-01994,56.99,2.024,38.4,104,44.8,6.01,249.5,97.544,2.024,27.4,49.7,189.5,87.9,76.71,2.7,0,7.5,0,0
BATCH-01995,62.75,2.539,44.5,113,46.0,6.94,178.2,96.636,2.611,29.6,51.9,118.5,70.9,90.9,1.0,0,7.4,1,0
BATCH-01996,79.38,2.629,52.1,139,56.7,7.0,196.9,99.856,3.343,32.2,65.2,158.9,75.7,85.93,9.7,0,1.6,0,0
BATCH-01997,70.13,1.879,76.1,107,60.9,7.51,178.9,99.968,4.204,30.2,63.1,170.8,94.5,78.79,6.9,2,2.7,1,0
BATCH-01998,60.43,2.667,53.1,120,38.2,7.27,261.7,96.674,3.101,32.2,56.5,147.6,89.4,85.96,4.3,0,4.1,0,0
BATCH-01999,69.58,2.422,36.5,130,53.0,6.63,150.8,97.769,2.736,29.3,39.3,181.0,80.2,80.14,3.4,2,0.5,1,0
BATCH-02000,76.19,1.546,40.8,140,52.7,6.09,200.5,97.785,2.228,32.1,72.6,205.0,82.6,78.73,1.5,0,11.7,0,0
BATCH-02001,72.4,2.07,40.5,76,55.7,7.06,221.1,97.951,2.646,26.3,54.9,158.6,80.2,94.31,3.2,0,2.3,1,0
BATCH-02002,65.48,2.293,27.0,138,50.0,7.47,135.6,98.096,3.588,27.3,52.8,144.2,73.5,91.26,5.1,1,1.9,0,0
BATCH-02003,59.82,3.444,41.7,114,25.6,7.25,163.2,99.42,2.464,25.4,51.3,174.4,80.0,84.83,7.6,0,9.5,1,0
BATCH-02004,70.59,2.778,52.3,138,43.4,7.45,194.1,96.879,1.791,45.3,57.6,171.1,87.4,86.15,0.5,1,0.5,0,0
BATCH-02005,68.15,1.832,32.3,139,33.4,6.67,164.5,96.73,1.204,41.7,57.7,87.0,78.1,84.93,6.2,0,0.5,0,1
BATCH-02006,72.16,2.743,55.5,160,43.0,6.52,167.4,99.855,2.91,34.4,61.7,149.9,86.3,88.9,6.8,2,4.6,0,1
BATCH-02007,70.08,1.726,49.9,154,54.8,6.36,186.0,97.306,2.698,40.6,48.5,140.1,67.4,78.6,4.1,0,1.9,1,0
BATCH-02008,73.4,3.041,37.7,154,48.1,6.77,226.0,96.105,1.983,36.4,52.8,159.9,70.9,91.9,1.2,1,5.8,1,0
BATCH-02009,60.72,2.264,43.6,156,56.5,6.75,186.3,97.272,3.321,31.5,69.2,145.2,69.0,87.83,3.9,0,0.5,0,0
BATCH-02010,75.54,2.453,61.0,127,48.4,6.92,243.1,97.505,2.163,18.0,56.6,147.9,71.5,82.9,3.5,1,1.9,1,0
BATCH-02011,66.58,3.163,52.3,121,32.0,6.72,160.1,100.332,2.392,27.9,53.8,128.4,99.3,81.1,3.2,1,1.1,1,0
BATCH-02012,81.6,1.856,45.1,142,20.0,6.72,149.9,99.387,2.487,27.3,48.4,168.4,90.9,91.73,3.1,0,5.4,0,1
BATCH-02013,59.49,1.801,42.6,138,46.5,6.33,277.1,99.721,2.219,20.9,58.5,191.4,63.8,83.8,0.6,0,1.0,1,0
BATCH-02014,78.89,2.208,45.8,112,42.9,7.36,173.7,99.23,2.689,18.1,62.2,128.8,86.6,79.41,1.0,1,2.4,0,1
BATCH-02015,66.58,3.019,39.9,130,35.2,6.85,147.6,99.419,3.421,33.9,61.1,115.1,74.1,81.92,0.5,2,6.8,0,1
BATCH-02016,59.79,1.74,24.0,119,28.0,6.7,130.3,96.968,1.586,32.6,53.2,150.5,69.8,91.15,1.4,0,9.9,1,1
BATCH-02017,61.13,1.084,65.4,99,37.7,6.35,243.0,97.702,2.891,20.7,57.5,149.3,57.7,72.12,1.5,1,5.1,0,0
BATCH-02018,62.44,2.274,46.6,152,43.1,6.0,186.3,96.515,2.638,24.0,66.7,179.3,94.6,82.16,1.4,1,2.2,1,0
BATCH-02019,68.39,2.776,49.0,121,51.7,7.58,189.9,97.684,2.623,39.3,62.5,119.3,59.5,93.56,1.2,1,3.4,1,0
BATCH-02020,69.18,3.1,44.4,171,46.9,7.13,193.6,99.026,3.197,23.0,49.5,136.6,79.2,83.65,6.6,2,4.7,1,0
BATCH-02021,60.41,2.268,37.6,79,61.1,5.83,240.5,98.202,2.539,31.4,37.2,96.3,65.8,87.18,8.5,1,8.3,0,0
BATCH-02022,64.81,2.294,43.1,106,34.6,7.26,192.8,99.967,2.884,28.5,57.1,184.4,91.6,93.69,2.0,2,8.8,0,0
BATCH-02023,82.14,3.077,29.0,121,53.8,7.35,293.8,96.288,3.073,34.1,60.6,156.3,75.0,92.14,1.8,1,10.7,0,0
BATCH-02024,78.82,1.565,67.8,148,45.5,6.87,205.4,98.75,2.097,23.2,47.4,138.4,78.0,81.48,9.3,0,6.7,1,0
BATCH-02025,68.49,2.306,32.7,130,51.9,7.76,242.5,96.128,2.739,30.7,54.9,116.9,78.5,83.96,4.9,1,0.6,0,0
BATCH-02026,65.3,2.595,34.7,128,40.6,6.93,232.2,98.141,2.299,31.3,53.2,119.2,84.5,92.24,1.7,2,5.5,0,1
BATCH-02027,65.96,2.725,40.6,92,55.7,5.95,198.5,99.111,2.394,31.8,55.7,160.4,80.2,92.52,6.3,2,6.7,0,0
BATCH-02028,69.91,2.245,57.9,91,48.0,7.02,176.5,97.678,2.242,30.6,51.2,122.3,79.4,84.3,2.1,0,8.4,0,0
BATCH-02029,56.82,2.517,45.1,128,38.2,6.95,213.3,98.827,2.877,32.8,64.0,152.6,72.2,84.57,4.4,0,10.4,0,0
BATCH-02030,62.94,1.256,32.6,86,44.9,6.44,220.4,96.56,2.565,47.5,56.0,201.1,56.4,87.14,20.0,1,2.8,0,0
BATCH-02031,51.65,2.171,57.5,107,42.6,7.14,177.1,95.504,2.816,50.5,48.8,141.3,63.2,95.94,1.8,1,4.3,0,0
BATCH-02032,68.19,2.727,52.3,133,49.9,5.8,206.7,98.836,2.486,24.9,61.4,126.0,90.8,93.54,13.3,0,0.5,1,0
BATCH-02033,70.18,2.009,50.4,95,33.2,7.39,249.4,100.616,1.217,11.5,46.2,159.6,75.4,90.55,1.9,0,3.4,1,0
BATCH-02034,61.13,2.529,52.2,160,44.7,6.27,282.8,96.506,2.525,34.8,64.0,119.4,70.0,76.37,3.9,1,2.6,1,0
BATCH-02035,77.59,2.723,68.9,151,49.0,6.21,234.2,99.833,2.551,31.5,61.9,193.0,58.9,82.8,3.1,1,13.1,0,0
BATCH-02036,55.19,2.329,66.9,81,45.3,6.73,274.5,98.065,2.694,38.5,64.7,185.1,54.2,83.22,7.6,2,9.3,1,0
BATCH-02037,53.29,2.585,38.1,97,58.5,7.06,174.8,95.996,2.025,32.3,53.9,145.9,69.5,96.35,0.5,2,6.4,1,0
BATCH-02038,66.8,2.019,61.2,63,52.7,6.9,228.1,96.303,1.544,30.5,51.5,127.6,93.3,83.09,4.9,0,0.5,1,0
BATCH-02039,73.38,2.397,48.8,100,44.9,6.35,253.5,98.024,3.0,39.0,55.6,139.4,71.6,95.03,7.1,2,2.1,0,0
BATCH-02040,78.47,2.805,50.0,139,47.2,6.5,164.1,97.393,2.281,40.2,54.4,142.6,86.0,80.43,3.2,1,4.8,1,0
BATCH-02041,61.33,2.578,28.1,110,48.0,6.12,180.6,96.031,2.637,18.9,50.4,159.6,71.0,81.07,0.6,2,0.5,0,1
BATCH-02042,73.63,2.207,43.3,132,49.0,6.67,269.5,95.459,2.275,23.5,51.1,176.0,89.6,88.85,1.4,0,1.1,0,0
BATCH-02043,64.69,2.612,36.9,82,26.7,7.45,161.0,96.73,2.495,29.2,52.4,124.1,74.7,97.55,5.7,0,8.7,0,0
BATCH-02044,63.62,2.857,53.3,140,42.0,6.8,146.4,98.291,2.141,30.8,46.8,175.3,61.5,83.31,11.3,1,0.6,1,0
BATCH-02045,72.07,1.475,55.7,106,30.2,7.32,261.1,97.99,1.726,28.2,59.7,165.4,76.0,64.5,2.7,2,0.5,0,0
BATCH-02046,70.22,3.08,24.3,120,57.8,7.67,247.9,97.248,2.879,33.5,54.6,137.3,107.5,72.49,4.1,2,3.5,0,1
BATCH-02047,52.39,2.332,44.8,118,44.4,6.45,217.3,98.303,2.018,38.0,52.8,122.8,106.8,87.38,1.3,1,11.7,1,0
BATCH-02048,76.81,2.713,56.2,88,43.1,6.69,198.2,99.56,2.631,43.8,47.2,152.9,87.3,73.2,2.7,0,7.2,0,0
BATCH-02049,76.04,3.099,43.1,91,54.0,8.1,182.5,98.591,2.828,34.6,46.9,123.5,77.9,78.08,2.1,1,14.7,0,0
BATCH-02050,60.0,1.814,52.3,144,49.2,7.67,211.3,97.818,2.031,23.2,68.6,175.6,84.6,85.1,5.3,2,5.6,0,0
BATCH-02051,68.17,2.145,48.5,130,33.7,5.8,263.2,99.392,1.537,28.8,50.6,121.9,84.8,65.41,20.0,1,2.3,0,0
BATCH-02052,68.95,2.356,48.4,146,44.3,7.03,209.5,96.56,4.441,29.4,59.3,163.7,79.4,81.96,8.4,1,11.7,0,0
BATCH-02053,67.09,2.108,42.3,128,41.6,6.8,286.7,97.663,2.078,34.1,56.1,148.0,86.6,75.68,1.1,0,2.2,0,0
BATCH-02054,60.6,3.367,32.8,124,27.6,7.3,164.1,97.698,2.999,33.1,35.6,136.0,83.1,73.01,4.3,1,1.7,1,0
BATCH-02055,59.63,2.072,33.8,77,38.1,6.35,199.2,96.145,4.052,46.4,67.5,147.4,75.3,78.58,0.5,0,2.4,1,0
BATCH-02056,64.8,2.222,52.1,113,43.2,6.3,185.1,97.37,3.132,26.3,59.8,177.0,62.1,76.45,1.4,2,6.7,0,0
BATCH-02057,74.38,2.602,45.2,119,43.9,6.39,156.6,94.888,2.26,33.1,49.6,120.2,73.1,88.76,0.9,1,10.0,0,0
BATCH-02058,69.35,1.899,43.6,169,30.2,6.46,193.9,100.868,2.446,48.8,54.8,139.7,92.0,94.57,2.0,1,1.8,0,0
BATCH-02059,62.04,2.302,40.8,137,56.5,7.29,216.7,96.594,1.834,25.3,47.0,131.2,79.5,82.08,5.7,2,2.5,0,0
BATCH-02060,71.17,2.659,41.9,158,44.0,6.09,221.0,100.379,3.205,31.2,67.8,149.0,84.5,80.23,3.5,0,9.1,0,0
BATCH-02061,42.21,2.334,55.5,135,45.4,6.43,286.8,98.057,2.953,22.4,48.6,132.9,75.8,81.69,13.5,0,0.5,0,0
BATCH-02062,74.19,2.453,41.6,102,49.0,5.73,218.6,98.847,2.088,30.7,51.3,105.8,64.1,76.13,1.2,1,6.1,0,0
BATCH-02063,51.08,2.235,31.6,123,37.1,7.4,246.0,97.267,1.666,23.8,49.9,123.6,76.4,74.69,2.3,0,2.4,0,0
BATCH-02064,62.1,1.743,52.4,126,49.6,7.56,202.6,98.312,1.443,38.4,55.6,190.9,64.7,71.84,2.0,0,1.9,0,1
BATCH-02065,56.04,2.661,43.0,97,41.3,6.6,267.1,98.976,3.289,31.2,64.6,156.2,63.7,74.36,1.3,2,2.4,1,0
BATCH-02066,54.64,3.377,45.3,110,36.0,6.62,295.9,98.997,2.596,22.5,67.5,155.3,98.1,98.06,20.0,1,2.2,1,0
BATCH-02067,74.29,2.509,61.1,115,50.7,7.07,221.2,99.162,2.672,36.7,52.2,142.9,73.7,79.48,2.4,0,5.7,1,0
BATCH-02068,61.26,2.613,44.8,160,59.9,7.68,160.3,97.448,1.842,31.4,57.6,148.7,68.9,61.47,14.1,0,10.5,1,0
BATCH-02069,67.77,2.846,47.9,68,52.2,7.05,178.0,97.279,1.329,37.6,55.6,139.3,104.3,80.3,2.5,0,2.7,0,0
BATCH-02070,64.62,1.865,33.2,150,54.2,6.38,211.3,95.609,3.27,20.8,48.1,163.2,92.2,72.28,1.1,1,7.2,1,0
BATCH-02071,68.82,3.351,42.8,97,39.8,5.83,218.3,98.785,2.534,33.0,72.0,152.5,74.4,85.48,0.6,0,5.3,0,0
BATCH-02072,65.61,2.601,51.1,86,29.0,6.13,227.9,99.624,3.226,36.2,64.5,120.7,86.4,84.61,9.7,2,1.6,1,0
BATCH-02073,54.74,3.316,29.4,149,59.9,6.84,218.4,100.424,2.191,26.6,56.3,156.3,76.5,85.45,0.5,1,3.5,1,0
BATCH-02074,72.97,2.133,47.0,138,65.5,6.41,200.3,98.458,2.311,19.9,66.1,88.5,69.6,84.67,16.7,0,4.4,0,0
BATCH-02075,61.05,3.409,46.0,151,60.4,6.92,174.6,96.85,3.071,29.7,63.5,160.3,87.1,82.02,2.7,0,0.5,0,0
BATCH-02076,52.55,2.888,45.4,140,41.6,6.47,216.0,95.454,3.086,39.8,55.6,114.8,75.1,73.35,1.4,1,2.0,0,0
BATCH-02077,61.58,2.777,55.4,171,33.5,6.17,274.2,99.563,3.138,39.0,57.3,147.6,81.1,84.4,4.8,0,15.0,0,0
BATCH-02078,77.01,2.617,48.3,134,34.3,6.09,240.8,95.306,2.264,26.6,65.6,120.1,95.3,93.15,0.7,1,4.1,1,0
BATCH-02079,71.8,2.376,59.8,116,28.2,7.74,221.4,97.489,2.992,19.7,48.4,150.1,93.7,99.51,0.5,2,1.6,1,1
BATCH-02080,62.21,3.1,35.1,129,43.9,7.33,241.2,97.664,3.387,26.6,66.7,164.5,71.7,83.1,8.8,0,1.2,0,0
BATCH-02081,62.21,2.57,46.4,151,61.1,7.84,185.2,97.896,2.416,26.3,53.4,187.6,87.3,83.96,2.8,0,0.9,0,0
BATCH-02082,62.43,1.516,45.8,101,43.6,7.12,179.7,98.054,2.089,33.6,65.7,111.5,63.1,89.0,3.7,2,2.1,0,0
BATCH-02083,81.61,1.941,34.3,104,48.0,6.54,170.1,98.207,3.574,29.2,55.0,174.4,86.8,96.95,1.0,0,0.9,1,1
BATCH-02084,68.06,2.407,54.6,112,58.8,7.59,195.0,94.377,1.976,24.0,57.4,153.3,82.2,81.11,0.5,0,0.6,1,0
BATCH-02085,68.44,2.655,68.2,67,41.0,6.78,183.1,98.022,3.004,38.8,54.8,138.7,85.7,90.54,2.3,0,1.8,0,0
BATCH-02086,73.24,2.472,44.8,123,65.4,6.93,248.3,94.656,2.453,31.1,51.3,169.0,75.5,78.42,3.5,2,3.7,1,0
BATCH-02087,66.91,3.109,50.1,73,64.9,6.77,181.0,99.098,1.027,33.5,53.1,144.1,111.3,87.64,7.3,2,0.6,1,0
BATCH-02088,62.93,1.524,45.8,121,43.7,5.03,167.9,97.167,3.403,16.2,64.7,167.9,66.5,92.76,3.5,0,0.5,0,1
BATCH-02089,63.43,2.572,37.9,142,39.2,7.76,277.7,94.764,0.5,10.6,38.8,125.2,94.6,74.67,7.6,1,0.5,1,0
BATCH-02090,64.43,1.591,26.8,108,52.0,7.09,181.9,96.779,0.913,18.5,46.3,134.2,64.5,80.8,0.6,0,1.2,0,0
BATCH-02091,64.7,2.88,37.9,162,41.5,7.0,206.1,97.145,2.922,26.2,49.9,173.6,87.6,92.64,0.5,1,0.8,0,0
BATCH-02092,70.82,2.453,31.1,83,33.4,6.76,218.1,99.786,2.922,34.6,47.5,187.1,88.6,89.93,0.9,0,3.1,0,0
BATCH-02093,65.42,2.71,62.0,150,57.8,6.9,154.5,98.295,1.99,11.3,65.6,149.1,80.8,93.29,7.4,0,2.4,1,0
BATCH-02094,70.86,2.068,43.8,137,57.2,6.44,249.4,98.517,2.618,42.7,63.8,80.3,72.6,91.79,7.1,2,1.6,0,0
BATCH-02095,64.35,3.14,41.5,77,46.6,7.17,225.5,99.772,0.5,31.4,59.1,145.0,82.1,82.27,0.8,0,7.2,1,0
BATCH-02096,65.63,3.021,53.9,188,32.4,6.02,262.3,97.856,3.066,40.9,50.5,150.8,84.0,100.0,0.5,0,2.8,1,0
BATCH-02097,49.01,2.792,33.8,118,32.7,6.91,172.8,99.131,2.7,22.9,64.3,144.2,106.8,86.1,5.8,2,0.5,1,0
BATCH-02098,72.33,2.435,37.3,98,46.1,7.14,204.0,99.026,2.463,34.0,43.9,158.4,66.9,60.55,9.7,1,1.4,1,1
BATCH-02099,67.77,2.79,45.7,85,40.0,6.68,201.6,96.07,2.517,30.7,70.0,138.1,71.7,82.74,7.0,1,14.5,0,0
BATCH-02100,72.98,2.147,55.3,114,41.6,7.02,210.6,100.209,2.895,36.5,50.2,171.0,84.3,81.25,1.1,2,15.0,0,1
BATCH-02101,41.83,2.928,50.0,117,55.2,6.21,141.8,95.87,2.477,28.1,53.2,120.8,76.2,91.36,4.4,0,1.2,0,1
BATCH-02102,81.71,3.325,47.5,123,52.3,6.22,204.4,99.376,1.001,33.8,52.0,180.9,78.5,81.39,7.1,0,0.7,0,0
BATCH-02103,63.88,3.035,45.8,113,58.8,6.94,142.9,95.724,4.257,38.8,47.5,188.8,96.1,93.79,1.5,0,2.7,1,0
BATCH-02104,73.87,2.135,49.0,136,35.1,7.21,214.3,98.902,3.461,24.8,68.5,127.2,40.0,89.46,3.8,0,2.6,1,1
BATCH-02105,56.68,2.681,47.0,110,41.6,5.68,114.9,100.793,1.472,31.9,60.5,127.2,71.0,77.0,1.9,0,2.1,0,0
BATCH-02106,69.9,1.853,34.7,72,52.6,7.11,125.9,97.681,2.224,14.9,63.5,160.3,53.9,83.88,1.3,1,3.0,1,0
BATCH-02107,56.57,2.786,45.5,116,49.5,6.47,232.7,97.615,2.311,35.6,46.4,120.3,62.1,78.8,17.5,0,1.1,1,0
BATCH-02108,60.01,2.725,34.3,61,60.3,6.68,178.1,98.916,3.363,45.6,56.3,137.7,116.1,86.48,12.2,0,0.5,1,0
BATCH-02109,80.31,1.565,45.8,129,49.2,6.0,160.5,97.506,0.773,20.0,58.6,177.6,89.0,78.75,2.9,0,3.4,0,0
BATCH-02110,63.47,1.919,40.2,96,63.5,6.29,250.8,100.727,2.101,29.3,56.9,168.4,94.3,85.6,0.7,0,10.8,1,0
BATCH-02111,66.74,2.358,70.4,124,50.4,7.38,213.1,98.288,1.091,37.0,46.9,199.5,78.8,82.82,6.5,1,0.6,0,0
BATCH-02112,71.96,2.35,44.6,153,55.6,6.82,234.9,97.52,2.272,30.3,62.5,154.3,91.4,83.78,1.5,0,4.9,0,0
BATCH-02113,68.97,1.895,31.0,96,41.8,6.57,193.4,97.19,2.122,31.3,55.9,134.7,53.5,100.0,0.9,0,2.3,0,1
BATCH-02114,66.2,2.694,43.7,147,45.1,6.73,307.2,96.601,2.564,26.9,48.3,151.3,95.6,82.12,2.4,2,1.4,0,0
BATCH-02115,67.92,2.626,50.2,109,54.1,7.09,175.8,97.058,2.016,26.6,42.0,146.2,67.7,69.52,3.8,1,7.7,0,0
BATCH-02116,84.23,2.403,61.7,164,61.1,7.06,269.8,97.474,1.899,29.3,59.2,146.6,72.0,93.13,0.5,1,2.4,0,1
BATCH-02117,64.54,2.122,39.1,111,52.3,6.75,197.5,97.269,2.996,30.3,72.2,149.4,87.6,93.06,4.2,1,3.5,1,0
BATCH-02118,66.61,3.024,29.2,99,44.2,7.46,133.8,97.013,2.864,20.5,47.9,126.7,84.7,69.17,0.5,1,2.3,1,1
BATCH-02119,73.41,3.328,53.2,137,58.8,7.38,219.3,101.148,2.941,29.5,56.2,157.1,81.3,79.39,11.1,0,0.5,1,0
BATCH-02120,73.84,2.258,31.2,109,23.1,7.05,212.6,96.455,2.358,42.5,62.8,114.8,59.6,88.49,12.7,0,3.6,0,1
BATCH-02121,74.5,2.194,40.6,99,30.8,6.83,157.9,98.22,2.043,26.6,46.1,132.1,81.5,89.19,6.6,1,2.2,1,0
BATCH-02122,70.11,2.746,42.4,108,51.8,7.19,163.1,98.889,2.405,20.1,51.6,147.0,94.4,84.96,3.1,0,0.5,1,0
BATCH-02123,55.86,2.321,44.3,119,45.1,6.99,199.0,98.945,2.901,28.8,49.0,93.5,72.0,85.14,1.5,0,3.6,0,0
BATCH-02124,78.07,2.43,51.9,154,51.1,7.44,214.0,97.912,0.759,24.3,61.9,169.2,99.7,77.49,6.8,0,0.5,1,0
BATCH-02125,55.83,2.87,38.2,72,45.6,7.34,101.2,97.639,2.815,19.3,64.3,98.7,66.9,65.8,13.4,0,0.9,1,0
BATCH-02126,67.42,1.545,42.3,121,50.7,6.19,242.1,98.677,2.747,31.1,56.1,166.7,80.1,100.0,0.9,2,6.1,0,0
BATCH-02127,58.97,3.159,44.9,136,36.9,6.15,180.2,98.4,2.55,24.3,49.1,117.7,103.0,77.25,3.1,0,0.5,1,1
BATCH-02128,64.49,2.536,46.5,125,50.7,6.38,146.7,97.612,2.381,25.0,51.9,139.9,69.8,86.41,1.9,0,4.2,1,0
BATCH-02129,67.63,2.294,46.0,153,54.9,7.39,237.6,95.657,0.5,31.2,50.6,163.0,95.8,83.73,2.2,1,12.0,1,0
BATCH-02130,67.57,2.455,49.4,118,57.2,5.85,199.1,97.298,2.148,17.7,48.2,205.0,109.6,92.18,2.6,1,0.8,1,0
BATCH-02131,68.38,2.481,53.4,115,65.1,7.04,248.6,96.28,3.932,16.1,54.3,152.9,82.6,85.92,15.2,1,2.2,1,0
BATCH-02132,77.91,1.634,48.9,135,47.4,7.02,217.5,96.999,2.51,35.4,59.0,100.4,72.1,86.23,1.5,0,3.4,1,0
BATCH-02133,68.63,3.247,49.5,122,47.7,7.5,199.9,98.05,2.254,14.6,58.4,173.8,68.4,63.93,3.4,0,2.4,1,0
BATCH-02134,63.05,2.521,29.2,110,29.8,6.91,193.9,98.538,2.514,22.2,54.9,144.2,99.6,78.33,15.1,1,3.9,1,0
BATCH-02135,72.71,2.722,45.5,133,39.7,5.99,219.3,100.671,2.784,15.6,55.4,151.7,99.2,90.96,3.2,0,2.1,1,0
BATCH-02136,74.52,2.976,49.8,104,43.1,6.22,183.5,97.194,3.027,26.1,54.4,163.9,101.7,90.24,10.0,0,0.6,1,0
BATCH-02137,55.18,1.989,52.3,105,55.5,6.09,165.9,99.162,2.317,33.4,45.9,94.4,79.5,77.39,0.5,2,0.5,0,0
BATCH-02138,69.78,2.737,38.1,107,38.9,6.48,224.4,98.459,2.84,30.9,56.1,150.2,95.6,72.38,15.3,0,5.5,1,0
BATCH-02139,70.61,2.366,38.4,154,53.0,6.69,194.2,99.944,3.841,49.1,50.9,139.8,79.3,86.01,1.0,0,1.1,0,0
BATCH-02140,62.62,2.923,39.3,50,45.0,6.1,201.3,98.864,3.305,38.7,45.6,180.5,66.8,61.75,19.5,0,7.5,0,1
BATCH-02141,76.01,1.436,50.4,130,43.2,7.68,243.6,96.487,4.372,22.6,57.6,168.2,96.9,75.81,1.0,0,5.4,0,0
BATCH-02142,63.8,2.45,55.3,121,47.5,6.0,195.4,95.415,1.975,20.4,50.7,109.3,104.5,99.08,2.9,0,0.5,0,0
BATCH-02143,66.0,2.199,40.9,78,41.1,7.61,200.6,98.467,3.841,51.7,56.6,181.6,64.7,96.56,1.8,0,0.9,0,0
BATCH-02144,63.62,2.716,54.1,128,40.7,7.51,176.0,97.207,1.867,38.5,60.9,161.2,64.4,88.9,2.8,0,1.4,1,0
BATCH-02145,65.12,2.735,46.2,132,28.0,7.34,217.2,96.53,2.783,34.7,48.3,111.3,80.6,87.46,1.4,0,3.6,1,0
BATCH-02146,56.23,2.146,43.8,135,42.5,6.38,214.0,96.099,3.086,30.6,55.6,151.4,94.3,69.4,16.8,0,6.6,0,0
BATCH-02147,53.48,2.144,42.9,54,40.2,7.01,236.0,98.241,2.091,32.2,42.3,175.9,63.0,79.07,1.8,1,0.5,1,1
BATCH-02148,77.76,2.445,52.5,154,39.8,6.03,176.8,100.262,2.57,18.1,65.7,119.6,83.4,82.64,5.3,1,1.1,1,0
BATCH-02149,58.22,2.052,48.3,102,49.2,7.35,181.7,97.387,3.228,31.3,45.5,184.4,71.1,79.24,0.7,0,1.9,0,1
BATCH-02150,57.07,2.921,67.8,137,51.6,6.76,231.7,98.885,1.932,30.6,51.4,112.2,90.5,82.2,8.7,2,0.8,0,0
BATCH-02151,47.77,2.315,36.5,139,47.3,6.55,210.1,97.847,3.836,22.8,64.4,130.2,68.0,95.39,3.9,1,3.2,0,0
BATCH-02152,59.89,1.047,50.2,98,55.0,6.07,163.8,96.066,1.392,25.7,53.4,126.4,91.6,80.67,19.4,1,2.6,1,0
BATCH-02153,54.42,2.313,39.7,137,50.8,5.31,252.3,99.102,4.052,42.1,46.6,184.4,77.6,82.27,2.8,0,1.5,0,1
BATCH-02154,78.14,1.981,36.3,110,42.0,6.18,132.1,96.358,3.301,29.0,60.0,137.7,65.9,90.92,1.1,2,2.9,1,0
BATCH-02155,73.08,1.684,44.9,68,40.4,7.47,231.4,98.032,2.428,46.6,59.8,120.9,81.0,73.64,2.1,2,1.8,0,0
BATCH-02156,59.49,1.881,46.4,149,48.1,6.56,149.4,97.488,2.178,16.1,50.6,161.1,50.9,78.28,6.7,0,1.7,0,0
BATCH-02157,83.02,2.555,74.2,101,50.7,6.7,275.4,99.34,2.094,25.8,51.3,166.5,71.6,79.1,5.4,1,1.2,0,0
